record_id,canonical_name,modalities,download_type,selection,estimated_size_gb,existing_file_count,existing_recognized,route_check_result,acquisition_status,transfer_started,downloaded_file_count,downloaded_size_bytes,load_status,load_split,loaded_sample_count,sample_path_exists,image_decode_status,scratch_cleanup_status,record_completed
ffa_ir,FFA-IR Medical Report Dataset,fundus|fundus_angiography|text,physionet,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fimd,Fundus Image Myopia Development Dataset,fundus,mendeley,excluded_known_platform,0.2,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fiqs,FIQS: Fundus Image Quality Scores Dataset,fundus,figshare,eligible_download,9.07,0,False,not_applicable,completed,True,4525,19479792456,not_implemented,all,,,not_applicable,removed,True
fire,FIRE: Fundus Image Registration Dataset,fundus,direct,eligible_download,1.0,0,False,not_applicable,completed,True,405,501293176,not_implemented,all,,,not_applicable,removed,True
fives,FIVES: Fundus Image Vessel Segmentation,fundus,figshare,eligible_download,1.1,1603,True,not_applicable,skipped_existing_data_preserved,False,,,passed,train,600,True,passed,,True
fociset_pamm,FociSet PAMM OCT Lesion Dataset,oct,mendeley,excluded_known_platform,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fovea,FOVEA: Pre/Intra-Operative Fundus + Biomicroscopy,fundus|surgical_video,figshare,excluded_surgical_video,4.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fprm_retina,FPRM Multimodal Eye Imaging and Psychological Assessment Dataset,fundus|retinal_oximetry|pupillometry|tabular,manual,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fundus_105k,Fundus-105K Text Dataset,text,huggingface,excluded_known_platform,0.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fundus_avseg,Fundus-AVSeg: Artery-Vein-Crossing Segmentation,fundus,figshare,eligible_download,0.5,0,False,not_applicable,completed,True,204,427068425,not_implemented,all,,,not_applicable,removed,True
fundus_cc_2_5m,Fundus-CC-2.5M Text Corpus,text,huggingface,excluded_known_platform,5.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fundus_domain_generalization,Fundus Dataset for Domain Generalization in Optic Disc/Cup Segmentation,fundus,zenodo,excluded_known_platform,0.62,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
fundus_report_dataset,Fundus Report Dataset,fundus|uwf_fundus|text,huggingface,excluded_known_platform,0.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
g1020,G1020: Glaucoma Benchmark Fundus Dataset,fundus,kaggle,excluded_known_platform,2.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
gamma,GAMMA — Glaucoma Grading from Multi-Modality Images,fundus|oct,gdrive,route_check_only,5.0,0,False,passed_landing_page,not_run_route_check_only,False,,,not_run,,,,,,True
gaze360,Gaze360 Physically Unconstrained Gaze Dataset,eye_tracking,manual,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
gaze_capture,GazeCapture Mobile Eye-Tracking Dataset,eye_tracking,manual,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ghana_eye_screening,Eye Screening Data for First-Year University Students in Ghana,tabular,mendeley,excluded_known_platform,0.01,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
glaucoma_eye_movements,Eye Movements of Glaucoma Patients with Asymmetrical Visual Field Loss,eye_tracking,zenodo,excluded_known_platform,0.1,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
goals,GOALS — Glaucoma OCT Layer Segmentation (MICCAI 2022),oct,gdrive,route_check_only,0.5,1811,True,passed_landing_page,not_run_route_check_only,False,,,passed,train,100,True,passed,,True
goblet_cell_segmentation,Human Conjunctival Goblet Cell Segmentation Dataset,cell_microscopy,zenodo,excluded_known_platform,0.514,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
grape,GRAPE: Glaucoma Real-world Appraisal Progression Ensemble,fundus|oct|visual_field|tabular,figshare,eligible_download,1.5,0,False,not_applicable,completed,True,2546,2393554379,passed,all,631,True,passed,removed,True
harvard_fairvision,"Harvard-FairVision (AMD + DR + Glaucoma, paired SLO + OCT)",fundus|oct,manual,preflight_blocked,600.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
harvard_gdp,Harvard GDP: Glaucoma Detection and Progression Dataset,oct|visual_field|tabular,gdrive,route_check_only,2.0,0,False,passed_landing_page,not_run_route_check_only,False,,,not_run,,,,,,True
harvard_glaucoma,Harvard Glaucoma Fundus Image Dataset,fundus,direct,eligible_download,1.5,0,False,not_applicable,completed,True,1546,247766266,passed,all,1544,True,passed,removed,True
hassan_composite_retina,Composite Retinal Fundus and OCT Dataset with Clinical Markings,fundus|oct,mendeley,excluded_known_platform,2.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
hei_med,HEI-MED: Hamilton Eye Institute Macular Edema Dataset,fundus,github,eligible_download,0.32,0,False,not_applicable,completed,True,858,342538682,not_implemented,all,,,not_applicable,removed,True
hpmi,HPMI: High & Pathological Myopia Identification,fundus,figshare,eligible_download,2.0,0,False,not_applicable,completed,True,1,78489248,not_implemented,all,,,not_applicable,removed,True
hrf,HRF: High-Resolution Fundus Image Database,fundus,manual,preflight_blocked,0.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
hrf_seg_plus,HRF-Seg+: Multi-Structure Fundus Annotations,fundus,zenodo,excluded_known_platform,0.01,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
hyamd,HYAMD High-Resolution Fundus Image Dataset for AMD Diagnosis,fundus,physionet,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
hygd,HYGD: Hillel Yaffe Glaucoma Dataset,fundus,physionet,eligible_download,1.0,0,False,not_applicable,completed,True,751,131865715,not_implemented,all,,,not_applicable,removed,True
ichallenge_amd,iChallenge-AMD: Age-related Macular Degeneration,fundus,manual,preflight_blocked,1.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ichallenge_oct,iChallenge OCT Datasets (HDMILab / OMIA Workshops),oct,manual,preflight_blocked,2.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
idrid,IDRiD: Indian Diabetic Retinopathy Image Dataset,fundus,manual,preflight_blocked,2.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
insegcat,InSegCat: Instance Segmentation for Cataract Surgery,surgical_video,manual,excluded_surgical_video,10.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
intraretinal_cystoid_fluid,Intraretinal Cystoid Fluid OCT Segmentation Dataset,oct,kaggle,excluded_known_platform,1.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
irfdrd,Iraqi Retinal Fundus Diabetic Retinopathy Dataset,fundus,zenodo,excluded_known_platform,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
jichi,Jichi Medical University Diabetic Retinopathy Dataset,fundus,figshare,eligible_download,10.0,0,False,not_applicable,completed,True,1,886820858,not_implemented,all,,,not_applicable,removed,True
jrc_multimodal_vessels,JRC Multi-Modal Retinal Vessel Segmentation,fundus|fundus_angiography|fundus_autofluorescence|infrared,manual,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
jsiec,JSIEC Fundus Photo Dataset,fundus,zenodo,excluded_known_platform,0.4,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
justraigs,JustRAIGS: Just Referral AI Glaucoma Screening Dataset,fundus,zenodo,excluded_known_platform,100.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
keratoconus_detection_kaggle,Keratoconus Detection Corneal Maps,corneal_topography,kaggle,excluded_known_platform,0.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
kermany_oct,Kermany OCT 2018: Retinal OCT Image Classification,oct,kaggle,excluded_known_platform,6.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
lag,LAG: Large-scale Attention-based Glaucoma Database,fundus,manual,preflight_blocked,3.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
leops_erg,LEOPs Light-Adapted Electroretinogram and Oscillatory Potentials Dataset,electrophysiology|tabular,mendeley,excluded_known_platform,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
lmod_cataract_1k,LMOD-Cataract-1K,surgical_video,huggingface,excluded_surgical_video,2.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
lmod_cataract_1k_cot,Cataract-1K Surgical Analysis Chain-of-Thought Dataset,surgical_video|text,huggingface,excluded_surgical_video,1.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
lmod_plus,LMOD+ Multimodal Ophthalmology Benchmark,fundus|oct|external_eye|surgical_video|text|tabular,manual,excluded_surgical_video,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
lpw,LPW Labelled Pupils in the Wild,eye_tracking,manual,preflight_blocked,2.4,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
maetschke_glaucoma_oct,OCT Volumes for Glaucoma Detection,oct,zenodo,excluded_known_platform,0.43,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
maples_dr,MAPLES-DR: Montreal Annotation Project for DR,fundus,figshare,eligible_download,0.5,7169,True,not_applicable,skipped_existing_data_preserved,False,,,passed,train,1,True,passed,,True
mario,MARIO: AMD-Progression Longitudinal OCT (MICCAI 2024),oct,zenodo,excluded_known_platform,25.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
mbrset,mBRSET: Mobile Brazilian Retinal Dataset,fundus,physionet,preflight_blocked,3.0,1,True,not_applicable,not_run_excluded_or_blocked,False,,,not_implemented,all,,,not_applicable,,True
mcoa,MCOA: Multimodal Corneal Opacity Assessment Dataset,oct|external_eye,figshare,eligible_download,8.0,0,False,not_applicable,completed,True,9848,29601597656,not_implemented,all,,,not_applicable,removed,True
messidor2,MESSIDOR-2,fundus,manual,preflight_blocked,3.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
mfiddr,MFIDDR: Multi-Field Imaging Dataset for Diabetic Retinopathy,fundus,manual,preflight_blocked,30.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
mgd1k,MGD-1k Meibomian Gland Dataset,external_eye,github,eligible_download,,3006,True,not_applicable,skipped_existing_data_preserved,False,,,not_implemented,all,,,not_applicable,,True
migs_video,Multicenter Fine-Annotated MIGS Surgical Video Dataset,surgical_video,zenodo,excluded_surgical_video,10.23,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,fundus|fundus_angiography|oct|text,huggingface,excluded_known_platform,15.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
mmrdr,MMRDR: Multi-Modal Retinal Diabetic Retinopathy Dataset,fundus|oct|uwf_fundus,figshare,eligible_download,18.61,0,False,not_applicable,completed,True,24464,19914810908,passed,train,24460,True,passed,removed,True
mpii_gaze,MPIIGaze Appearance-Based Gaze Estimation Dataset,eye_tracking,manual,preflight_blocked,2.1,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
mshf,Multi-Source Heterogeneous Fundus Dataset for Image Quality Assessment,fundus,figshare,eligible_download,1.06,0,False,not_applicable,completed,True,3890,2348221065,not_implemented,all,,,not_applicable,removed,True
msila_fundus_dr,M'Sila Retinal Fundus Dataset for Diabetic Retinopathy Classification,fundus,zenodo,excluded_known_platform,1.47,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
multieye,MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark,fundus|oct,huggingface,excluded_known_platform,27.3,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
mured,MuReD: Multi-label Retinal Diseases Dataset,fundus,mendeley,excluded_known_platform,2.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
myopic_regression_fundus,Myopic Regression after Corneal Refractive Surgery Fundus Sample,fundus,mendeley,excluded_known_platform,0.2,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
nd_iris_0405,ND-IRIS-0405 Iris Image Dataset,iris_biometrics,manual,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
nehut,NEH-UT Retinal OCT Dataset,oct,mendeley,excluded_known_platform,3.65,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ochid,OCHID: OCT Choroidal Image Dataset,oct,manual,preflight_blocked,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
oct5k,OCT5k: Multi-Disease Retinal Layer Annotations,oct,figshare,eligible_download,0.05,0,False,not_applicable,completed,True,23834,188425687,not_implemented,all,,,not_applicable,removed,True
oct_c8,Retinal OCT-C8: 8-Class OCT Classification,oct,kaggle,excluded_known_platform,2.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
oct_cirrus,Duke Srinivasan Retinal OCT Dataset,oct,manual,preflight_blocked,0.58,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
oct_fundus_dme_dr_mexico,OCT and Eye Fundus Dataset for DME and DR,fundus|oct,github,eligible_download,0.49,0,False,not_applicable,completed,True,2666,495785172,not_implemented,all,,,not_applicable,removed,True
oct_macular_hole_postsurgery,HD-OCT of Macular Hole Before and After Surgery,oct,kaggle,excluded_known_platform,1.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
oct_ms_jhu,OCT Retinal Layer Segmentation — MS & Healthy Controls (JHU/IACL),oct,direct,eligible_download,1.8,72,True,not_applicable,skipped_existing_data_preserved,False,,,passed,all,35,True,not_applicable,,True
octa_500,OCTA-500: Large-scale OCTA Multi-task Benchmark,octa,manual,preflight_blocked,70.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
octa_macula_coronal,OCTA Macula Coronal Views,octa,mendeley,excluded_known_platform,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
octave,OCTAVE: 3D SD-OCT Retinal Segmentation Dataset,oct,zenodo,excluded_known_platform,15.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
octdl,OCTDL: OCT Deep Learning Dataset,oct,mendeley,excluded_known_platform,0.8,2065,True,not_applicable,not_run_excluded_or_blocked,False,,,passed,all,2064,True,passed,,True
octid,OCTID: OCT Image Database,oct,manual,preflight_blocked,0.3,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ocular_chat_vqa,OcularChat-VQA: AREDS-Derived Patient-Physician Dialogue Dataset,text|tabular,huggingface,excluded_known_platform,8.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
oculoscope,OculoScope: Fairer AI in Ophthalmology Dataset,uwf_fundus|tabular,figshare,preflight_blocked,20.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
odir2019,ODIR-2019: Ocular Disease Intelligent Recognition,fundus,kaggle,excluded_known_platform,3.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
oimhs,OIMHS: OCT Image Macular Hole Segmentation Dataset,oct,figshare,eligible_download,2.0,0,False,not_applicable,completed,True,3862,1970164267,passed,train,3859,True,passed,removed,True
olives,OLIVES: Ophthalmic Labels for Investigating Visual Eye Semantics,oct|fundus|tabular,zenodo,excluded_known_platform,20.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ophnet2024,OphNet2024: Ophthalmic Surgical Video Dataset,surgical_video,huggingface,excluded_surgical_video,583.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ophora,Ophora-160K: Ophthalmic Surgical Video Instruction Dataset,surgical_video|text,huggingface,excluded_surgical_video,500.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ophthalmology_eqa_v3,Ophthalmology-EQA-v3,text,huggingface,excluded_known_platform,0.1,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ophthalmology_mcqa_v3,Ophthalmology-MCQA-v3,text,huggingface,excluded_known_platform,0.1,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ophthalmology_pubmed_corpus,Ophthalmology PubMed Corpus,text,huggingface,excluded_known_platform,0.2,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ophthalvqa,OphthalVQA Dataset,fundus|fundus_angiography|oct|ocular_ultrasound|external_eye|text,figshare,eligible_download,0.03,0,False,not_applicable,completed,True,10,8680550,not_implemented,all,,,not_applicable,removed,True
ophthalwechat,OphthalWeChat Dataset,text,figshare,eligible_download,0.002,0,False,not_applicable,completed,True,2,2206929,not_implemented,all,,,not_applicable,removed,True
ophtho_readability,Language and Readability Barriers in Ophthalmology Dataset,text|tabular,zenodo,excluded_known_platform,0.01,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
paired_retina,Paired Retina Dataset: Cross-Device Fundus Pairs,fundus,huggingface,excluded_known_platform,3.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
palm,PALM — iChallenge Pathologic Myopia,fundus,gdrive,route_check_only,1.5,0,False,passed_landing_page,not_run_route_check_only,False,,,not_run,,,,,,True
papila,PAPILA: Glaucoma Fundus Dataset with Clinical Data,fundus|tabular,direct,preflight_blocked,0.4,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
paraguay_dr,Paraguay Color Fundus DR Dataset,fundus,zenodo,excluded_known_platform,0.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
perg_ioba,PERG-IOBA Ocular Electrophysiology Dataset,electrophysiology|tabular,physionet,eligible_download,0.1,340,True,not_applicable,skipped_existing_data_preserved,False,,,not_implemented,all,,,not_applicable,,True
periorbital_segmentation,Open-Source Periorbital Segmentation Dataset,external_eye,zenodo,excluded_known_platform,0.19,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
popeye_nir,PopEYE Infrared Ocular Image Dataset,external_eye,zenodo,excluded_known_platform,3.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
prime_fp20,PRIME-FP20: Ultra-Widefield Vessel Segmentation,uwf_fundus,manual,preflight_blocked,0.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
rao_fundus,RAO Retinal Artery Occlusion Fundus Photography Dataset,fundus,mendeley,excluded_known_platform,,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
rasti_oct,"Rasti OCT Dataset (Noor Eye Hospital, Tehran)",oct,manual,preflight_blocked,2.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
ravir,RAVIR: Retinal Artery/Vein Segmentation in IR,fundus,gdrive,route_check_only,0.05,0,False,passed_landing_page,not_run_route_check_only,False,,,not_run,,,,,,True
rbad,RBAD Retinal Branching-Angle Detection Benchmark,fundus,github,eligible_download,,0,False,not_applicable,completed,True,296,81321666,not_implemented,all,,,not_applicable,removed,True
real_fundus,Real Fundus Clinical Image Restoration Benchmark,fundus,manual,preflight_blocked,1.02,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
refuge1_multirater,REFUGE Multi-Rater — Glaucoma with Multi-Expert Annotations,fundus,gdrive,route_check_only,0.8,0,False,passed_landing_page,not_run_route_check_only,False,,,not_run,,,,,,True
refuge2,REFUGE2 — Retinal Fundus Glaucoma Challenge 2,fundus,gdrive,route_check_only,1.2,0,False,passed_landing_page,not_run_route_check_only,False,,,not_run,,,,,,True
refuge2018,REFUGE 2018: Retinal Fundus Glaucoma Challenge,fundus,manual,preflight_blocked,2.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
reta_benchmark,RETA Benchmark for Retinal Vascular Tree Analysis,fundus,figshare,eligible_download,0.84,0,False,not_applicable,completed,True,2857,1769014013,not_implemented,all,,,not_applicable,removed,True
retina_age_analysis,Retina Age Analysis,fundus,huggingface,excluded_known_platform,1.0,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
retinal_corrugations_oct,Outer Retinal Corrugations Imaging Dataset,oct,mendeley,excluded_known_platform,0.5,0,False,not_applicable,not_run_excluded_or_blocked,False,,,not_run_no_existing_data,,,,,,True
